cvgeo,id,year,SOLICITUD,PROMOVENTE,EVENTO,Resistencia_Insectos,Tolerancia_Glufosinato,Tolerancia_Glifosato,Tolerancia_Dicamba,Otra_Caracteristica,Fenotip,ORGANISMO,specie,CICLO_AGRICOLA,SUPERFICIE_SOLICITADA.Has.,area,FECHA_RESOLUCION,SUPERFICIE_SEMBRADA.Has.,type,ent,mun,lat,lon,counter
8013,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,Casas Grandes,30.19392,-108.2023,1
8015,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,Coyame del Sotol,29.75704,-105.2078,1
8016,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,La Cruz,27.89765,-105.0449,1
8019,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,Chihuahua,29.19543,-106.3921,1
8021,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,Delicias,28.11949,-105.4919,1
8023,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,Galeana,30.16075,-107.6446,1
8028,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,Guadalupe,30.71955,-105.5884,1
8034,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,Ignacio Zaragoza,29.72209,-107.7235,1
8035,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,Janos,30.84935,-108.4502,1
8036,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,Jiménez,27.08211,-104.3907,1
8037,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,Juárez,31.44967,-106.5641,1
8038,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,Julimes,28.54101,-105.0545,1
8042,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,Manuel Benavides,28.9289,-103.8246,1
8045,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,Meoqui,28.35062,-105.5015,1
8050,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,Nuevo Casas Grandes,30.53285,-107.7291,1
8052,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,Ojinaga,29.36422,-104.5253,1
8053,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,Praxedis G. Guerrero,31.23816,-105.9259,1
8055,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,Rosales,28.10127,-105.7909,1
8062,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Chihuahua,Saucillo,28.00109,-105.343,1
10006,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Durango,General Simón Bolívar,24.76151,-103.2121,1
10007,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Durango,Gómez Palacio,25.72798,-103.4906,1
10012,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Durango,Lerdo,25.47765,-103.6858,1
10013,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Durango,Mapimí,26.146,-104.1313,1
10036,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Durango,Tlahualilo,26.34496,-103.6255,1
26002,22,2018,022/2018,"Bayer de México, S.A. de C.V.",BCS-GH002-5 x BCS-GH004-7 x BCS-GH005-8,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2019,"150,000.00",22.2,14/02/2019,Sin dato.,Programa Piloto,Sonora,Agua Prieta,31.10442,-109.1974,1
5007,24,2018,024/2018,"Monsanto Comercial, S. de R. L. de C. V.",SYN-IR102-7 x MON-15985-7 x MON-88913-8 x MON-88701-3,Sí,Sí,Sí,Sí,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"50,000.00",50000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,Cuatro Ciénegas,26.6991,-102.299,1
5009,24,2018,024/2018,"Monsanto Comercial, S. de R. L. de C. V.",SYN-IR102-7 x MON-15985-7 x MON-88913-8 x MON-88701-3,Sí,Sí,Sí,Sí,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"50,000.00",50000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,Francisco I. Madero,26.32015,-103.1809,1
5011,24,2018,024/2018,"Monsanto Comercial, S. de R. L. de C. V.",SYN-IR102-7 x MON-15985-7 x MON-88913-8 x MON-88701-3,Sí,Sí,Sí,Sí,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"50,000.00",50000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,General Cepeda,25.52169,-101.551,1
5017,24,2018,024/2018,"Monsanto Comercial, S. de R. L. de C. V.",SYN-IR102-7 x MON-15985-7 x MON-88913-8 x MON-88701-3,Sí,Sí,Sí,Sí,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"50,000.00",50000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,Matamoros,25.54669,-103.1983,1
5023,24,2018,024/2018,"Monsanto Comercial, S. de R. L. de C. V.",SYN-IR102-7 x MON-15985-7 x MON-88913-8 x MON-88701-3,Sí,Sí,Sí,Sí,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"50,000.00",50000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,Ocampo,27.96562,-102.8929,1
5024,24,2018,024/2018,"Monsanto Comercial, S. de R. L. de C. V.",SYN-IR102-7 x MON-15985-7 x MON-88913-8 x MON-88701-3,Sí,Sí,Sí,Sí,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"50,000.00",50000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,Parras,25.50387,-102.1147,1
5033,24,2018,024/2018,"Monsanto Comercial, S. de R. L. de C. V.",SYN-IR102-7 x MON-15985-7 x MON-88913-8 x MON-88701-3,Sí,Sí,Sí,Sí,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"50,000.00",50000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,San Pedro,26.08404,-102.718,1
5034,24,2018,024/2018,"Monsanto Comercial, S. de R. L. de C. V.",SYN-IR102-7 x MON-15985-7 x MON-88913-8 x MON-88701-3,Sí,Sí,Sí,Sí,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"50,000.00",50000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,Sierra Mojada,27.48177,-103.6101,1
5035,24,2018,024/2018,"Monsanto Comercial, S. de R. L. de C. V.",SYN-IR102-7 x MON-15985-7 x MON-88913-8 x MON-88701-3,Sí,Sí,Sí,Sí,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"50,000.00",50000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,Torreón,25.05128,-103.2083,1
5036,24,2018,024/2018,"Monsanto Comercial, S. de R. L. de C. V.",SYN-IR102-7 x MON-15985-7 x MON-88913-8 x MON-88701-3,Sí,Sí,Sí,Sí,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"50,000.00",50000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,Viesca,25.22187,-102.925,1
10006,24,2018,024/2018,"Monsanto Comercial, S. de R. L. de C. V.",SYN-IR102-7 x MON-15985-7 x MON-88913-8 x MON-88701-3,Sí,Sí,Sí,Sí,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"50,000.00",50000,07/02/2019,NA.,Comercial,Durango,General Simón Bolívar,24.76151,-103.2121,1
10007,24,2018,024/2018,"Monsanto Comercial, S. de R. L. de C. V.",SYN-IR102-7 x MON-15985-7 x MON-88913-8 x MON-88701-3,Sí,Sí,Sí,Sí,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"50,000.00",50000,07/02/2019,NA.,Comercial,Durango,Gómez Palacio,25.72798,-103.4906,1
10012,24,2018,024/2018,"Monsanto Comercial, S. de R. L. de C. V.",SYN-IR102-7 x MON-15985-7 x MON-88913-8 x MON-88701-3,Sí,Sí,Sí,Sí,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"50,000.00",50000,07/02/2019,NA.,Comercial,Durango,Lerdo,25.47765,-103.6858,1
10013,24,2018,024/2018,"Monsanto Comercial, S. de R. L. de C. V.",SYN-IR102-7 x MON-15985-7 x MON-88913-8 x MON-88701-3,Sí,Sí,Sí,Sí,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"50,000.00",50000,07/02/2019,NA.,Comercial,Durango,Mapimí,26.146,-104.1313,1
10036,24,2018,024/2018,"Monsanto Comercial, S. de R. L. de C. V.",SYN-IR102-7 x MON-15985-7 x MON-88913-8 x MON-88701-3,Sí,Sí,Sí,Sí,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"50,000.00",50000,07/02/2019,NA.,Comercial,Durango,Tlahualilo,26.34496,-103.6255,1
5007,25,2018,025/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"30,000.00",30000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,Cuatro Ciénegas,26.6991,-102.299,1
5009,25,2018,025/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"30,000.00",30000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,Francisco I. Madero,26.32015,-103.1809,1
5011,25,2018,025/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"30,000.00",30000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,General Cepeda,25.52169,-101.551,1
5017,25,2018,025/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"30,000.00",30000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,Matamoros,25.54669,-103.1983,1
5023,25,2018,025/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"30,000.00",30000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,Ocampo,27.96562,-102.8929,1
5024,25,2018,025/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"30,000.00",30000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,Parras,25.50387,-102.1147,1
5033,25,2018,025/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"30,000.00",30000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,San Pedro,26.08404,-102.718,1
5034,25,2018,025/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"30,000.00",30000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,Sierra Mojada,27.48177,-103.6101,1
5035,25,2018,025/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"30,000.00",30000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,Torreón,25.05128,-103.2083,1
5036,25,2018,025/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"30,000.00",30000,07/02/2019,NA.,Comercial,Coahuila de Zaragoza,Viesca,25.22187,-102.925,1
10006,25,2018,025/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"30,000.00",30000,07/02/2019,NA.,Comercial,Durango,General Simón Bolívar,24.76151,-103.2121,1
10007,25,2018,025/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"30,000.00",30000,07/02/2019,NA.,Comercial,Durango,Gómez Palacio,25.72798,-103.4906,1
10012,25,2018,025/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"30,000.00",30000,07/02/2019,NA.,Comercial,Durango,Lerdo,25.47765,-103.6858,1
10013,25,2018,025/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"30,000.00",30000,07/02/2019,NA.,Comercial,Durango,Mapimí,26.146,-104.1313,1
10036,25,2018,025/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"30,000.00",30000,07/02/2019,NA.,Comercial,Durango,Tlahualilo,26.34496,-103.6255,1
8001,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,Ahumada,30.44924,-106.3807,1
8002,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,Aldama,29.07329,-105.5886,1
8003,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,Allende,27.02001,-105.436,1
8004,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,Aquiles Serdán,28.59464,-105.8344,1
8005,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,Ascensión,31.33197,-107.5199,1
8010,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,Buenaventura,29.92563,-107.0648,1
8011,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,Camargo,28.0337,-104.4237,1
8013,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,Casas Grandes,30.19392,-108.2023,1
8015,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,Coyame del Sotol,29.75704,-105.2078,1
8016,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,La Cruz,27.89765,-105.0449,1
8019,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,Chihuahua,29.19543,-106.3921,1
8021,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,Delicias,28.11949,-105.4919,1
8023,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,Galeana,30.16075,-107.6446,1
8028,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,Guadalupe,30.71955,-105.5884,1
8034,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,Ignacio Zaragoza,29.72209,-107.7235,1
8035,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,Janos,30.84935,-108.4502,1
8036,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,Jiménez,27.08211,-104.3907,1
8037,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,Juárez,31.44967,-106.5641,1
8038,26,2018,026/2018,"Monsanto Comercial, S. de R. L. de C. V.",MON-88701-3 x MON-88913-8,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,PV-2019 y posteriores,"100,000.00",100000,07/02/2019,NA.,Comercial,Chihuahua,Julimes,28.54101,-105.0545,1
